metric_ssw_value,metric_cohesion_value,metric_separation_value,metric_ssb_value,metric_bic_value,metric_silhouette_value
0.9502153692979786,0.7312825688812654,2.076585393128845,1.340225439384949,-29.000641529491084,0.3149943980472916
